,Governorate,Delegation,Locality,Nature,Type of Real Estate,Surface,Price,Inserted On
1525,ariana,raoued,Raoued,Sale,1-room apartment,88.0,165000.0,27/06/2023
1526,tunis,marsa,La Marsa,Sale,5-room apartment and more,454.0,1500000.0,10/11/2023
1527,tunis,carthage,Carthage,Sale,3-room apartment,100.0,250000.0,25/07/2023
1528,tunis,marsa,La Marsa,Sale,3-room apartment,140.0,260000.0,14/04/2023
1529,tunis,ain zaghouan,Ain Zaghouan,Sale,4-room apartment,135.0,475000.0,31/08/2023
1531,ariana,ariana ville,Ariana Ville,Sale,2-room apartment,129.0,370000.0,24/11/2023
1532,tunis,cite el khadra,Cite El Khadra,Sale,2-room apartment,225.0,950000.0,22/06/2023
1533,ben arous,megrine,Megrine,Sale,3-room apartment,210.0,350000.0,08/05/2023
1534,manouba,douar hicher,Douar Hicher,Sale,2-room apartment,55.0,95000.0,23/11/2023
1535,ariana,ariana ville,Ariana Ville,Sale,4-room apartment,373.0,930000.0,03/11/2023
1536,tunis,ettahrir,Ettahrir,Sale,4-room apartment,160.0,290000.0,31/07/2023
1537,tunis,marsa,La Marsa,Sale,2-room apartment,58.0,162000.0,18/07/2023
1538,ariana,soukra,La Soukra,Sale,2-room apartment,153.0,390000.0,02/11/2023
1539,tunis,ouerdia,El Ouerdia,Sale,5-room apartment and more,300.0,260000.0,24/07/2023
1540,tunis,marsa,La Marsa,Sale,1-room apartment,63.0,350000.0,24/11/2022
1541,tunis,marsa,La Marsa,Sale,2-room apartment,71.0,200000.0,13/10/2023
1542,ben arous,mourouj,El Mourouj,Sale,3-room apartment,100.0,145000.0,01/01/2023
1543,tunis,kram,El Kram,Sale,1-room apartment,87.0,350000.0,21/10/2023
1544,ben arous,mourouj,El Mourouj,Sale,3-room apartment,88.0,120000.0,26/09/2023
1545,ariana,ariana ville,Ariana Ville,Sale,4-room apartment,100.0,300000.0,03/10/2023
1546,ben arous,mourouj,El Mourouj,Sale,4-room apartment,110.0,154000.0,17/06/2023
1547,tunis,carthage,Carthage,Sale,2-room apartment,98.0,350000.0,29/05/2023
1548,tunis,cite el khadra,Cite El Khadra,Sale,3-room apartment,90.0,220000.0,02/02/2023
1549,ben arous,boumhel el bassatine,Bou Mhel El Bassatine,Sale,2-room apartment,120.0,275000.0,04/09/2023
1550,ariana,raoued,Raoued,Sale,2-room apartment,70.0,125000.0,29/11/2023
1551,ben arous,mornag,Mornag,Sale,3-room apartment,115.0,185000.0,08/09/2023
1552,ben arous,rades,Rades,Sale,3-room apartment,75.0,150000.0,24/10/2023
1553,ariana,soukra,La Soukra,Sale,3-room apartment,110.0,180000.0,30/09/2023
1554,ben arous,ezzahra,Ezzahra,Sale,2-room apartment,80.0,210000.0,04/10/2023
1556,tunis,sidi el bechir,Sidi El Bechir,Sale,3-room apartment,80.0,180000.0,05/11/2023
1557,tunis,bardo,Le Bardo,Sale,3-room apartment,120.0,290000.0,09/10/2023
1558,ariana,soukra,La Soukra,Sale,3-room apartment,114.0,260000.0,16/08/2023
1559,ariana,ariana ville,Ariana Ville,Sale,1-room apartment,127.0,569000.0,22/11/2023
1560,tunis,marsa,La Marsa,Sale,4-room apartment,150.0,350000.0,30/09/2023
1561,ben arous,mourouj,El Mourouj,Sale,4-room apartment,110.0,165000.0,16/11/2023
1562,tunis,marsa,La Marsa,Sale,2-room apartment,176.0,800000.0,24/10/2022
1563,tunis,bab bhar,Bab Bhar,Sale,2-room apartment,95.0,240000.0,21/10/2023
1564,ariana,raoued,Raoued,Sale,3-room apartment,136.0,380000.0,05/12/2023
1565,ariana,ariana ville,Ariana Ville,Sale,2-room apartment,105.0,158000.0,14/10/2023
1566,tunis,ain zaghouan,Ain Zaghouan,Sale,4-room apartment,190.0,800000.0,20/10/2023
1567,tunis,la goulette,La Goulette,Sale,5-room apartment and more,220.0,600000.0,28/10/2023
1568,tunis,marsa,La Marsa,Sale,2-room apartment,121.0,290000.0,05/12/2023
1569,manouba,mannouba,Mannouba,Sale,3-room apartment,138.0,370000.0,03/09/2023
1570,tunis,marsa,La Marsa,Sale,3-room apartment,100.0,280000.0,20/10/2023
1571,tunis,marsa,La Marsa,Sale,3-room apartment,107.0,300000.0,18/03/2023
1572,tunis,menzah,El Menzah,Sale,4-room apartment,125.0,280000.0,29/10/2023
1573,tunis,ain zaghouan,Ain Zaghouan,Sale,4-room apartment,300.0,800000.0,08/11/2023
1574,ben arous,rades,Rades,Sale,4-room apartment,100.0,170000.0,13/11/2023
1575,tunis,marsa,La Marsa,Sale,3-room apartment,94.0,900000.0,14/04/2023
1576,ariana,ariana ville,Ariana Ville,Sale,3-room apartment,94.0,235000.0,18/07/2023
1577,ben arous,megrine,Megrine,Sale,3-room apartment,98.0,150000.0,29/10/2023
1578,tunis,ain zaghouan,Ain Zaghouan,Sale,2-room apartment,170.0,570000.0,13/07/2023
1579,tunis,marsa,La Marsa,Sale,3-room apartment,140.0,310000.0,25/10/2023
1580,ariana,ariana ville,Ariana Ville,Sale,4-room apartment,150.0,370000.0,18/11/2023
1581,ben arous,mourouj,El Mourouj,Sale,3-room apartment,98.0,170000.0,28/02/2023
1583,ariana,ariana ville,Ariana Ville,Sale,3-room apartment,111.0,215000.0,18/11/2021
1584,tunis,ain zaghouan,Ain Zaghouan,Sale,3-room apartment,148.0,400000.0,06/10/2023
1585,tunis,omrane,El Omrane,Sale,4-room apartment,210.0,335000.0,19/08/2023
1586,ariana,ariana ville,Ariana Ville,Sale,3-room apartment,105.0,150000.0,21/11/2022
1587,ariana,raoued,Raoued,Sale,4-room apartment,98.0,140000.0,07/11/2023
1588,ariana,ariana ville,Ariana Ville,Sale,1-room apartment,85.0,270000.0,04/12/2023
1589,ben arous,mourouj,El Mourouj,Sale,4-room apartment,80.0,115000.0,30/10/2023
1590,tunis,carthage,Carthage,Sale,3-room apartment,80.0,200000.0,16/04/2023
1591,tunis,ain zaghouan,Ain Zaghouan,Sale,3-room apartment,158.0,735000.0,24/11/2021
1592,ariana,soukra,La Soukra,Sale,1-room apartment,209.0,879000.0,17/11/2023
1593,tunis,ain zaghouan,Ain Zaghouan,Sale,4-room apartment,220.0,890000.0,03/08/2023
1594,tunis,menzah,El Menzah,Sale,4-room apartment,150.0,285000.0,10/07/2023
1595,tunis,marsa,La Marsa,Sale,3-room apartment,192.0,530000.0,17/11/2023
1596,tunis,marsa,La Marsa,Sale,3-room apartment,100.0,700000.0,11/04/2022
1597,ben arous,fouchana,Fouchana,Sale,5-room apartment and more,225.0,450000.0,09/11/2023
1598,ariana,raoued,Raoued,Sale,2-room apartment,78.0,180000.0,16/10/2023
1599,ben arous,mourouj,El Mourouj,Sale,3-room apartment,91.0,135000.0,07/09/2023
1600,ariana,ariana ville,Ariana Ville,Sale,4-room apartment,193.0,560000.0,02/12/2023
1601,ariana,ariana ville,Ariana Ville,Sale,5-room apartment and more,201.0,560000.0,17/10/2023
1602,tunis,bab bhar,Bab Bhar,Sale,3-room apartment,94.0,240000.0,21/09/2023
1603,ariana,soukra,La Soukra,Sale,4-room apartment,186.0,700000.0,07/09/2023
1604,ben arous,rades,Rades,Sale,3-room apartment,100.0,200000.0,24/10/2023
1605,ben arous,medina jedida,Nouvelle Medina,Sale,4-room apartment,360.0,850000.0,20/11/2023
1606,tunis,kram,El Kram,Sale,3-room apartment,120.0,398000.0,13/04/2022
1607,ariana,ariana ville,Ariana Ville,Sale,3-room apartment,130.0,300000.0,18/07/2023
1608,ben arous,fouchana,Fouchana,Sale,3-room apartment,90.0,135000.0,24/10/2023
1609,tunis,marsa,La Marsa,Sale,4-room apartment,104.0,315000.0,01/12/2023
1610,ariana,raoued,Raoued,Sale,4-room apartment,112.0,270000.0,10/06/2023
1611,tunis,marsa,La Marsa,Sale,1-room apartment,250.0,1200000.0,08/09/2023
1612,ben arous,rades,Rades,Sale,5-room apartment and more,440.0,360000.0,18/03/2023
1613,ben arous,medina jedida,Nouvelle Medina,Sale,4-room apartment,112.0,290000.0,28/11/2023
1614,tunis,marsa,La Marsa,Sale,4-room apartment,171.0,930000.0,07/11/2022
1615,ariana,ariana ville,Ariana Ville,Sale,3-room apartment,130.0,350000.0,23/10/2023
1616,tunis,bab bhar,Bab Bhar,Sale,3-room apartment,120.0,350000.0,04/07/2023
1617,tunis,marsa,La Marsa,Sale,1-room apartment,72.0,120000.0,20/10/2023
1618,ben arous,ezzahra,Ezzahra,Sale,3-room apartment,120.0,280000.0,12/10/2023
1619,ben arous,ezzahra,Ezzahra,Sale,1-room apartment,134.0,330000.0,05/12/2023
1620,tunis,ouerdia,El Ouerdia,Sale,4-room apartment,200.0,150000.0,28/04/2023
1621,ariana,ariana ville,Ariana Ville,Sale,3-room apartment,103.0,205000.0,27/09/2023
1622,tunis,menzah,El Menzah,Sale,3-room apartment,80.0,280000.0,10/11/2023
1623,ben arous,ezzahra,Ezzahra,Sale,3-room apartment,160.0,280000.0,22/08/2023
1624,tunis,ain zaghouan,Ain Zaghouan,Sale,2-room apartment,120.0,590000.0,02/11/2023
1625,tunis,cite el khadra,Cite El Khadra,Sale,4-room apartment,108.0,276000.0,16/11/2023
1626,ariana,ariana ville,Ariana Ville,Sale,5-room apartment and more,130.0,390000.0,08/10/2023
1627,ariana,mnihla,Mnihla,Sale,5-room apartment and more,300.0,380000.0,22/11/2023
1628,ariana,raoued,Raoued,Sale,5-room apartment and more,111.0,180000.0,27/06/2023
1629,ariana,soukra,La Soukra,Sale,2-room apartment,90.0,135000.0,24/10/2023
1630,tunis,kram,El Kram,Sale,4-room apartment,150.0,360000.0,29/11/2023
1631,ariana,ariana ville,Ariana Ville,Sale,3-room apartment,110.0,220000.0,27/08/2023
1633,ariana,ariana ville,Ariana Ville,Sale,3-room apartment,157.0,520000.0,13/09/2023
1634,ariana,ariana ville,Ariana Ville,Sale,4-room apartment,207.0,560000.0,30/11/2023
1636,ariana,soukra,La Soukra,Sale,4-room apartment,190.0,650000.0,30/09/2023
1637,tunis,ain zaghouan,Ain Zaghouan,Sale,2-room apartment,100.0,550000.0,16/11/2023
1638,ben arous,medina jedida,Nouvelle Medina,Sale,3-room apartment,121.0,230000.0,03/11/2023
1639,ben arous,medina jedida,Nouvelle Medina,Sale,3-room apartment,128.0,230000.0,04/12/2023
1642,tunis,kram,El Kram,Sale,3-room apartment,120.0,215000.0,09/03/2023
1643,tunis,marsa,La Marsa,Sale,3-room apartment,150.0,440000.0,25/11/2023
1644,ben arous,mourouj,El Mourouj,Sale,3-room apartment,70.0,132000.0,04/12/2023
1645,ariana,ariana ville,Ariana Ville,Sale,4-room apartment,100.0,190000.0,07/11/2023
1646,ariana,ariana ville,Ariana Ville,Sale,4-room apartment,98.0,215000.0,11/08/2023
1647,ariana,ariana ville,Ariana Ville,Sale,4-room apartment,110.0,260000.0,25/10/2023
1648,tunis,marsa,La Marsa,Sale,4-room apartment,130.0,800000.0,10/07/2020
1649,tunis,marsa,La Marsa,Sale,2-room apartment,81.0,375000.0,15/11/2023
1650,tunis,carthage,Carthage,Sale,4-room apartment,205.0,600000.0,05/01/2023
1651,tunis,menzah,El Menzah,Sale,3-room apartment,128.0,380000.0,11/10/2023
1652,tunis,cite el khadra,Cite El Khadra,Sale,4-room apartment,110.0,290000.0,26/09/2023
1653,ariana,ariana ville,Ariana Ville,Sale,4-room apartment,163.0,365000.0,07/11/2023
1654,tunis,kram,El Kram,Sale,3-room apartment,123.0,350000.0,10/11/2023
1656,ben arous,ezzahra,Ezzahra,Sale,1-room apartment,150.0,380000.0,18/10/2023
1657,ariana,ariana ville,Ariana Ville,Sale,1-room apartment,60.0,139000.0,01/11/2023
1658,ben arous,medina jedida,Nouvelle Medina,Sale,2-room apartment,91.0,185000.0,04/12/2023
1659,tunis,marsa,La Marsa,Sale,3-room apartment,188.0,375000.0,02/03/2022
1660,manouba,mannouba,Mannouba,Sale,4-room apartment,170.0,340000.0,20/08/2023
1661,tunis,ain zaghouan,Ain Zaghouan,Sale,3-room apartment,140.0,700000.0,22/10/2023
1662,ariana,ariana ville,Ariana Ville,Sale,2-room apartment,98.0,275000.0,30/11/2023
1663,tunis,kram,El Kram,Sale,5-room apartment and more,140.0,700000.0,21/03/2023
1664,ariana,ariana ville,Ariana Ville,Sale,3-room apartment,62.0,179000.0,06/11/2023
1665,tunis,ain zaghouan,Ain Zaghouan,Sale,2-room apartment,105.0,550000.0,22/05/2023
1666,ben arous,medina jedida,Nouvelle Medina,Sale,2-room apartment,65.0,165000.0,30/11/2023
1667,tunis,menzah,El Menzah,Sale,3-room apartment,136.0,340000.0,27/09/2023
1668,tunis,ain zaghouan,Ain Zaghouan,Sale,2-room apartment,136.0,494000.0,13/07/2022
1670,tunis,bab bhar,Bab Bhar,Sale,3-room apartment,56.0,140000.0,08/05/2023
1671,ben arous,rades,Rades,Sale,3-room apartment,110.0,195000.0,30/09/2023
1672,ariana,ariana ville,Ariana Ville,Sale,5-room apartment and more,318.0,850000.0,26/10/2022
1673,ariana,soukra,La Soukra,Sale,3-room apartment,70.0,90000.0,18/09/2023
1674,ariana,ariana ville,Ariana Ville,Sale,5-room apartment and more,150.0,480000.0,23/09/2023
1675,tunis,marsa,La Marsa,Sale,3-room apartment,152.0,300000.0,10/11/2023
1676,tunis,menzah,El Menzah,Sale,4-room apartment,100.0,230000.0,06/10/2023
1677,ariana,ariana ville,Ariana Ville,Sale,1-room apartment,88.0,180000.0,05/12/2023
1678,tunis,bab souika,Bab Souika,Sale,3-room apartment,92.0,148000.0,08/11/2023
1679,tunis,bardo,Le Bardo,Sale,3-room apartment,85.0,1700000.0,10/10/2022
1680,tunis,la goulette,La Goulette,Sale,2-room apartment,53.0,220000.0,18/09/2023
1681,ben arous,ben arous,Ben Arous,Sale,5-room apartment and more,320.0,300000.0,21/03/2023
1682,tunis,marsa,La Marsa,Sale,3-room apartment,140.0,340000.0,24/11/2023
1683,tunis,ain zaghouan,Ain Zaghouan,Sale,3-room apartment,103.0,550000.0,17/10/2023
1684,ben arous,medina jedida,Nouvelle Medina,Sale,3-room apartment,104.0,275600.0,01/11/2023
1685,tunis,kram,El Kram,Sale,4-room apartment,280.0,240000.0,16/10/2023
1686,tunis,bardo,Le Bardo,Sale,4-room apartment,129.0,320000.0,20/07/2023
1687,tunis,ain zaghouan,Ain Zaghouan,Sale,1-room apartment,250.0,490000.0,17/07/2023
1689,ariana,ariana ville,Ariana Ville,Sale,4-room apartment,115.0,350000.0,30/11/2023
1690,ariana,ariana ville,Ariana Ville,Sale,3-room apartment,130.0,220000.0,18/10/2023
1691,tunis,marsa,La Marsa,Sale,3-room apartment,100.0,230000.0,20/08/2023
1692,ariana,raoued,Raoued,Sale,3-room apartment,70.0,165000.0,11/10/2023
1693,tunis,bab bhar,Bab Bhar,Sale,4-room apartment,120.0,230000.0,30/10/2022
1694,ben arous,rades,Rades,Sale,3-room apartment,75.0,135000.0,24/10/2023
1696,ariana,soukra,La Soukra,Sale,4-room apartment,100.0,170000.0,16/09/2023
1697,ben arous,rades,Rades,Sale,3-room apartment,70.0,100000.0,15/09/2023
1698,tunis,bab bhar,Bab Bhar,Sale,5-room apartment and more,160.0,250000.0,04/10/2023
1699,tunis,menzah,El Menzah,Sale,4-room apartment,100.0,220000.0,22/09/2023
1700,ariana,mnihla,Mnihla,Sale,3-room apartment,102.0,270000.0,31/07/2023
1702,ben arous,mourouj,El Mourouj,Sale,4-room apartment,100.0,145000.0,28/11/2023
1703,ben arous,boumhel el bassatine,Bou Mhel El Bassatine,Sale,2-room apartment,60.0,125000.0,25/08/2023
1704,ariana,ariana ville,Ariana Ville,Sale,3-room apartment,80.0,249000.0,14/09/2023
1705,ben arous,ben arous,Ben Arous,Sale,3-room apartment,80.0,130000.0,02/12/2023
1706,ben arous,boumhel el bassatine,Bou Mhel El Bassatine,Sale,1-room apartment,70.0,140000.0,08/08/2023
1707,ben arous,ezzahra,Ezzahra,Sale,3-room apartment,160.0,280000.0,18/08/2023
1708,tunis,carthage,Carthage,Sale,2-room apartment,125.0,185000.0,20/11/2023
1709,tunis,ain zaghouan,Ain Zaghouan,Sale,3-room apartment,107.0,342000.0,04/11/2023
1710,ben arous,ben arous,Ben Arous,Sale,2-room apartment,80.0,180000.0,30/10/2023
1711,ariana,soukra,La Soukra,Sale,3-room apartment,85.0,140000.0,28/09/2023
1712,tunis,menzah,El Menzah,Sale,3-room apartment,128.0,360000.0,27/11/2023
1713,tunis,ain zaghouan,Ain Zaghouan,Sale,2-room apartment,96.0,400000.0,08/11/2022
1714,tunis,menzah,El Menzah,Sale,3-room apartment,75.0,230000.0,29/05/2023
1715,tunis,menzah,El Menzah,Sale,3-room apartment,128.0,360000.0,05/10/2023
1716,ben arous,hammam lif,Hammam Lif,Sale,3-room apartment,122.0,190000.0,12/10/2023
1717,tunis,marsa,La Marsa,Sale,4-room apartment,150.0,350000.0,03/10/2023
1718,ariana,ariana ville,Ariana Ville,Sale,4-room apartment,100.0,580000.0,13/06/2023
1719,ben arous,rades,Rades,Sale,5-room apartment and more,150.0,280000.0,10/11/2023
1720,tunis,marsa,La Marsa,Sale,5-room apartment and more,100.0,550000.0,02/10/2023
1721,tunis,marsa,La Marsa,Sale,2-room apartment,110.0,260000.0,16/08/2023
1722,ben arous,rades,Rades,Sale,2-room apartment,120.0,195000.0,04/10/2023
1723,ariana,soukra,La Soukra,Sale,2-room apartment,114.0,400000.0,22/05/2023
1724,ben arous,hammam chott,Hammam Chatt,Sale,3-room apartment,102.0,165000.0,24/03/2023
1725,ariana,soukra,La Soukra,Sale,3-room apartment,117.0,150000.0,14/09/2023
1726,tunis,marsa,La Marsa,Sale,3-room apartment,164.0,890000.0,26/06/2023
1727,ben arous,medina jedida,Nouvelle Medina,Sale,3-room apartment,200.0,350000.0,24/10/2023
1728,ariana,ariana ville,Ariana Ville,Sale,2-room apartment,130.0,360000.0,16/10/2023
1729,ben arous,rades,Rades,Sale,2-room apartment,80.0,145000.0,02/10/2023
1730,ariana,ariana ville,Ariana Ville,Sale,3-room apartment,110.0,335000.0,31/07/2023
1731,tunis,sidi el bechir,Sidi El Bechir,Sale,2-room apartment,90.0,170000.0,16/11/2023
1732,tunis,ain zaghouan,Ain Zaghouan,Sale,2-room apartment,78.0,350000.0,19/10/2023
1733,ben arous,medina jedida,Nouvelle Medina,Sale,2-room apartment,91.0,185000.0,20/11/2023
1734,tunis,marsa,La Marsa,Sale,3-room apartment,200.0,420000.0,04/10/2022
1735,ariana,ariana ville,Ariana Ville,Sale,5-room apartment and more,153.0,550000.0,13/11/2023
1736,tunis,kram,El Kram,Sale,5-room apartment and more,500.0,1200000.0,25/10/2022
1737,ben arous,megrine,Megrine,Sale,1-room apartment,200.0,850000.0,03/10/2023
1738,ariana,ariana ville,Ariana Ville,Sale,3-room apartment,110.0,165000.0,23/06/2023
1739,ben arous,hammam lif,Hammam Lif,Sale,5-room apartment and more,120.0,280000.0,02/10/2023
1740,ariana,ariana ville,Ariana Ville,Sale,4-room apartment,175.0,440000.0,14/08/2023
1741,tunis,marsa,La Marsa,Sale,2-room apartment,127.0,500000.0,01/12/2023
1742,ben arous,mornag,Mornag,Sale,3-room apartment,125.0,200000.0,16/10/2023
1743,ariana,ariana ville,Ariana Ville,Sale,3-room apartment,125.0,305000.0,25/10/2023
1744,ariana,soukra,La Soukra,Sale,1-room apartment,76.0,183000.0,28/10/2023
1745,manouba,mannouba,Mannouba,Sale,4-room apartment,110.0,175000.0,30/10/2023
1746,ariana,raoued,Raoued,Sale,4-room apartment,108.0,250000.0,20/09/2023
1747,tunis,bardo,Le Bardo,Sale,3-room apartment,78.0,220000.0,13/07/2023
1748,ariana,ariana ville,Ariana Ville,Sale,2-room apartment,120.0,220000.0,11/09/2023
1749,ben arous,mourouj,El Mourouj,Sale,4-room apartment,71.0,125000.0,26/11/2023
1750,ariana,ariana ville,Ariana Ville,Sale,3-room apartment,150.0,520000.0,18/09/2023
1751,tunis,kram,El Kram,Sale,5-room apartment and more,306.0,550000.0,20/04/2022
1752,ariana,ariana ville,Ariana Ville,Sale,3-room apartment,86.0,195000.0,02/06/2023
1753,ariana,soukra,La Soukra,Sale,3-room apartment,100.0,360000.0,02/11/2023
1754,ariana,soukra,La Soukra,Sale,4-room apartment,185.0,590000.0,02/11/2023
1755,ariana,ariana ville,Ariana Ville,Sale,2-room apartment,100.0,230000.0,24/11/2023
1757,ben arous,ezzahra,Ezzahra,Sale,2-room apartment,95.0,210000.0,19/10/2023
1758,tunis,marsa,La Marsa,Sale,1-room apartment,60.0,155000.0,13/11/2023
1759,tunis,marsa,La Marsa,Sale,1-room apartment,105.0,285000.0,18/10/2023
1760,tunis,marsa,La Marsa,Sale,4-room apartment,192.0,460000.0,16/10/2022
1761,ariana,soukra,La Soukra,Sale,3-room apartment,223.0,600000.0,21/09/2023
1762,tunis,marsa,La Marsa,Sale,1-room apartment,55.0,176000.0,18/07/2023
1763,ben arous,mourouj,El Mourouj,Sale,3-room apartment,85.0,115000.0,25/10/2023
1764,ben arous,rades,Rades,Sale,3-room apartment,68.0,140000.0,25/10/2023
1765,tunis,bab bhar,Bab Bhar,Sale,5-room apartment and more,128.0,200000.0,10/10/2023
1766,ariana,ariana ville,Ariana Ville,Sale,5-room apartment and more,86.0,190000.0,14/06/2023
1767,tunis,marsa,La Marsa,Sale,2-room apartment,103.0,550000.0,26/05/2023
1768,ariana,soukra,La Soukra,Sale,3-room apartment,123.0,420000.0,06/12/2023
1769,tunis,kram,El Kram,Sale,5-room apartment and more,145.0,495000.0,29/11/2023
1770,tunis,marsa,La Marsa,Sale,2-room apartment,110.0,385000.0,01/11/2023
1771,tunis,marsa,La Marsa,Sale,3-room apartment,156.0,338000.0,24/11/2023
1772,ben arous,medina jedida,Nouvelle Medina,Sale,2-room apartment,91.0,185000.0,05/12/2023
1773,ariana,raoued,Raoued,Sale,1-room apartment,78.0,180000.0,23/11/2023
1774,ariana,ariana ville,Ariana Ville,Sale,2-room apartment,120.0,360000.0,19/10/2023
1775,ben arous,ezzahra,Ezzahra,Sale,3-room apartment,134.0,335000.0,28/11/2023
1776,tunis,marsa,La Marsa,Sale,2-room apartment,85.0,210000.0,04/12/2023
1777,ariana,raoued,Raoued,Sale,5-room apartment and more,100.0,180000.0,24/06/2023
1778,ariana,mnihla,Mnihla,Sale,3-room apartment,200.0,308000.0,10/11/2023
1779,ariana,ariana ville,Ariana Ville,Sale,4-room apartment,159.0,460000.0,15/05/2023
1780,ariana,soukra,La Soukra,Sale,1-room apartment,152.0,460000.0,01/12/2023
1781,tunis,ain zaghouan,Ain Zaghouan,Sale,3-room apartment,112.0,280000.0,08/07/2023
1782,ariana,ariana ville,Ariana Ville,Sale,3-room apartment,111.0,195000.0,09/09/2023
1783,tunis,ain zaghouan,Ain Zaghouan,Sale,4-room apartment,130.0,640000.0,20/06/2022
1784,ariana,ariana ville,Ariana Ville,Sale,1-room apartment,40.0,105000.0,07/09/2023
1785,tunis,ain zaghouan,Ain Zaghouan,Sale,4-room apartment,165.0,500000.0,23/08/2023
1786,ben arous,mourouj,El Mourouj,Sale,4-room apartment,140.0,290000.0,31/08/2023
1787,tunis,marsa,La Marsa,Sale,4-room apartment,309.0,900000.0,13/11/2023
1788,ariana,ariana ville,Ariana Ville,Sale,2-room apartment,56.0,153000.0,27/09/2023
1789,tunis,marsa,La Marsa,Sale,2-room apartment,120.0,750000.0,28/10/2022
1790,ben arous,boumhel el bassatine,Bou Mhel El Bassatine,Sale,2-room apartment,120.0,230000.0,07/10/2023
1791,ariana,soukra,La Soukra,Sale,4-room apartment,132.0,300000.0,20/07/2023
1792,tunis,ain zaghouan,Ain Zaghouan,Sale,3-room apartment,162.0,825000.0,01/11/2023
1793,tunis,marsa,La Marsa,Sale,5-room apartment and more,140.0,160000.0,15/03/2023
1794,tunis,marsa,La Marsa,Sale,1-room apartment,79.0,570000.0,20/10/2023
1795,tunis,ain zaghouan,Ain Zaghouan,Sale,3-room apartment,98.0,300000.0,24/10/2023
1796,tunis,ain zaghouan,Ain Zaghouan,Sale,2-room apartment,150.0,290000.0,09/11/2023
1797,tunis,ettahrir,Ettahrir,Sale,4-room apartment,110.0,240000.0,27/09/2023
